Category,Subcategory,Subsystem,Role,Features
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Lipoic acid,Lipoic acid metabolism,Lipoate-protein ligase A,fig|1004152.5.peg.119
"Cofactors, Vitamins, Prosthetic Groups, Pigments",Coenzyme A,Coenzyme A Biosynthesis,Dephospho-CoA kinase (EC 2.7.1.24),fig|1004152.5.peg.264
Cell Wall and Capsule,Cell Wall and Capsule - no subcategory,YjeE,"TsaB protein, required for threonylcarbamoyladenosine (t(6)A) formation in tRNA",fig|1004152.5.peg.193
Cell Wall and Capsule,Cell Wall and Capsule - no subcategory,YjeE,"TsaE protein, required for threonylcarbamoyladenosine t(6)A37 formation in tRNA",fig|1004152.5.peg.337
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Resistance to fluoroquinolones,DNA gyrase subunit B (EC 5.99.1.3),fig|1004152.5.peg.166
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Resistance to fluoroquinolones,DNA gyrase subunit A (EC 5.99.1.3),fig|1004152.5.peg.203
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Resistance to fluoroquinolones,Topoisomerase IV subunit B (EC 5.99.1.-),fig|1004152.5.peg.492
"Virulence, Disease and Defense",Resistance to antibiotics and toxic compounds,Resistance to fluoroquinolones,Topoisomerase IV subunit A (EC 5.99.1.-),fig|1004152.5.peg.491
"Virulence, Disease and Defense",Invasion and intracellular resistance,Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins),SSU ribosomal protein S7p (S5e),fig|1004152.5.peg.542
"Virulence, Disease and Defense",Invasion and intracellular resistance,Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins),Translation elongation factor G,fig|1004152.5.peg.541
"Virulence, Disease and Defense",Invasion and intracellular resistance,Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins),Translation elongation factor Tu,fig|1004152.5.peg.208
"Virulence, Disease and Defense",Invasion and intracellular resistance,Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins),SSU ribosomal protein S12p (S23e),fig|1004152.5.peg.543
"Virulence, Disease and Defense",Invasion and intracellular resistance,Mycobacterium virulence operon involved in DNA transcription,DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6),fig|1004152.5.peg.336
"Virulence, Disease and Defense",Invasion and intracellular resistance,Mycobacterium virulence operon involved in DNA transcription,DNA-directed RNA polymerase beta subunit (EC 2.7.7.6),fig|1004152.5.peg.335
"Virulence, Disease and Defense",Invasion and intracellular resistance,Mycobacterium virulence operon involved in protein synthesis (LSU ribosomal proteins),LSU ribosomal protein L35p,fig|1004152.5.peg.367
"Virulence, Disease and Defense",Invasion and intracellular resistance,Mycobacterium virulence operon involved in protein synthesis (LSU ribosomal proteins),Translation initiation factor 3,"fig|1004152.5.peg.368, fig|1004152.5.peg.369"
"Virulence, Disease and Defense",Invasion and intracellular resistance,Mycobacterium virulence operon involved in protein synthesis (LSU ribosomal proteins),LSU ribosomal protein L20p,fig|1004152.5.peg.366
Potassium metabolism,Potassium metabolism - no subcategory,Potassium homeostasis,Trk system potassium uptake protein TrkA,"fig|1004152.5.peg.184, fig|1004152.5.peg.184"
Miscellaneous,Miscellaneous - no subcategory,Phosphoglycerate mutase protein family,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.1)",fig|1004152.5.peg.315
Membrane Transport,ABC transporters,ABC transporter alkylphosphonate (TC 3.A.1.9.1),Phosphonate ABC transporter ATP-binding protein (TC 3.A.1.9.1),fig|1004152.5.peg.275
Membrane Transport,ABC transporters,ABC transporter oligopeptide (TC 3.A.1.5.1),Oligopeptide transport system permease protein OppC (TC 3.A.1.5.1),"fig|1004152.5.peg.235, fig|1004152.5.peg.461"
Membrane Transport,ABC transporters,ABC transporter oligopeptide (TC 3.A.1.5.1),Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1),"fig|1004152.5.peg.234, fig|1004152.5.peg.236, fig|1004152.5.peg.460, fig|1004152.5.peg.462, fig|1004152.5.peg.463"
Membrane Transport,ABC transporters,ABC transporter oligopeptide (TC 3.A.1.5.1),Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1),"fig|1004152.5.peg.237, fig|1004152.5.peg.464"
Membrane Transport,ABC transporters,ABC transporter oligopeptide (TC 3.A.1.5.1),"Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)",fig|1004152.5.peg.466
Membrane Transport,Protein translocation across cytoplasmic membrane,Bacterial signal recognition particle (SRP),"Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1)",fig|1004152.5.peg.520
Membrane Transport,Protein translocation across cytoplasmic membrane,Bacterial signal recognition particle (SRP),Signal recognition particle receptor protein FtsY (=alpha subunit) (TC 3.A.5.1.1),fig|1004152.5.peg.39
Membrane Transport,Cation transporters,Magnesium transport,Mg/Co/Ni transporter MgtE,fig|1004152.5.peg.638
Membrane Transport,Membrane Transport - no subcategory,ECF class transporters,Substrate-specific component FolT of folate ECF transporter,fig|1004152.5.peg.55
Membrane Transport,Membrane Transport - no subcategory,ECF class transporters,Transmembrane component of general energizing module of ECF transporters,fig|1004152.5.peg.130
Membrane Transport,Membrane Transport - no subcategory,ECF class transporters,ATPase component of general energizing module of ECF transporters,"fig|1004152.5.peg.128, fig|1004152.5.peg.129"
RNA Metabolism,RNA processing and modification,RNA pseudouridine syntheses,Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70),fig|1004152.5.peg.245
RNA Metabolism,RNA processing and modification,RNA pseudouridine syntheses,Ribosomal large subunit pseudouridine synthase C (EC 4.2.1.70),fig|1004152.5.peg.32
RNA Metabolism,RNA processing and modification,RNA pseudouridine syntheses,Ribosomal large subunit pseudouridine synthase B (EC 4.2.1.70),fig|1004152.5.peg.411
RNA Metabolism,RNA processing and modification,RNA pseudouridine syntheses,tRNA pseudouridine synthase B (EC 4.2.1.70),fig|1004152.5.peg.141
RNA Metabolism,RNA processing and modification,Ribonucleases in Bacillus,Ribonuclease J1 (endonuclease and 5' exonuclease),fig|1004152.5.peg.151
RNA Metabolism,RNA processing and modification,Ribonucleases in Bacillus,Ribonuclease J2 (endoribonuclease in RNA processing),fig|1004152.5.peg.38
RNA Metabolism,RNA processing and modification,Ribonucleases in Bacillus,Ribonuclease HIII (EC 3.1.26.4),fig|1004152.5.peg.313
RNA Metabolism,RNA processing and modification,"RNA processing and degradation, bacterial",3'-to-5' exoribonuclease RNase R,fig|1004152.5.peg.496
RNA Metabolism,RNA processing and modification,"RNA processing and degradation, bacterial","FIG146085: 3'-to-5' oligoribonuclease A, Bacillus type","fig|1004152.5.peg.41, fig|1004152.5.peg.42, fig|1004152.5.peg.43"
RNA Metabolism,RNA processing and modification,"RNA processing and degradation, bacterial",Ribonuclease III (EC 3.1.26.3),fig|1004152.5.peg.91
RNA Metabolism,RNA processing and modification,RNA methylation,tRNA (guanosine(18)-2'-O)-methyltransferase (EC 2.1.1.34),fig|1004152.5.peg.387
RNA Metabolism,RNA processing and modification,RNA methylation,tRNA (adenine37-N(6))-methyltransferase TrmN6 (EC 2.1.1.223),fig|1004152.5.peg.88
RNA Metabolism,RNA processing and modification,RNA methylation,Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-),fig|1004152.5.peg.443
RNA Metabolism,RNA processing and modification,RNA methylation,SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase (EC 2.1.1.182),fig|1004152.5.peg.566
RNA Metabolism,RNA processing and modification,RNA methylation,23S rRNA (guanosine-2'-O-) -methyltransferase rlmB (EC 2.1.1.-),fig|1004152.5.peg.579
RNA Metabolism,RNA processing and modification,RNA methylation,tRNA (guanine46-N7-)-methyltransferase (EC 2.1.1.33),fig|1004152.5.peg.603
RNA Metabolism,RNA processing and modification,RNA methylation,tRNA (Guanine37-N1) -methyltransferase (EC 2.1.1.31),fig|1004152.5.peg.349
RNA Metabolism,RNA processing and modification,RNA methylation,LSU m3Psi1915 methyltransferase RlmH,fig|1004152.5.peg.44
RNA Metabolism,RNA processing and modification,RNA methylation,rRNA small subunit 7-methylguanosine (m7G) methyltransferase GidB,fig|1004152.5.peg.563
RNA Metabolism,RNA processing and modification,RNA methylation,tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207),fig|1004152.5.peg.386
RNA Metabolism,RNA processing and modification,RNA methylation,tRNA-specific 2-thiouridylase MnmA,fig|1004152.5.peg.102
RNA Metabolism,RNA processing and modification,RNA methylation,16S rRNA (guanine(966)-N(2))-methyltransferase (EC 2.1.1.171),fig|1004152.5.peg.397
RNA Metabolism,RNA processing and modification,16S rRNA modification within P site of ribosome,Cell division protein MraZ,fig|1004152.5.peg.84
RNA Metabolism,RNA processing and modification,16S rRNA modification within P site of ribosome,rRNA small subunit methyltransferase H,fig|1004152.5.peg.85
RNA Metabolism,RNA processing and modification,16S rRNA modification within P site of ribosome,rRNA small subunit methyltransferase I,fig|1004152.5.peg.126
RNA Metabolism,RNA processing and modification,Ribonuclease H,Ribonuclease HIII (EC 3.1.26.4),fig|1004152.5.peg.313
RNA Metabolism,RNA processing and modification,mnm5U34 biosynthesis bacteria,GTPase and tRNA-U34 5-formylation enzyme TrmE,fig|1004152.5.peg.451
RNA Metabolism,RNA processing and modification,mnm5U34 biosynthesis bacteria,tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA,fig|1004152.5.peg.45
RNA Metabolism,RNA processing and modification,mnm5U34 biosynthesis bacteria,"Cysteine desulfurase (EC 2.8.1.7), SufS subfamily",fig|1004152.5.peg.409
RNA Metabolism,RNA processing and modification,tRNA processing,Ribonuclease P protein component (EC 3.1.26.5),fig|1004152.5.peg.49
RNA Metabolism,RNA processing and modification,tRNA processing,tRNA(Ile)-lysidine synthetase (EC 6.3.4.19),fig|1004152.5.peg.447
RNA Metabolism,RNA processing and modification,tRNA processing,tRNA pseudouridine synthase B (EC 4.2.1.70),fig|1004152.5.peg.141
RNA Metabolism,Transcription,"Transcription initiation, bacterial sigma factors",Serine protease precursor MucD/AlgY associated with sigma factor RpoE,fig|1004152.5.peg.283
RNA Metabolism,Transcription,"Transcription initiation, bacterial sigma factors",RNA polymerase sigma factor RpoD,fig|1004152.5.peg.523
RNA Metabolism,Transcription,RNA polymerase bacterial,DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6),fig|1004152.5.peg.414
RNA Metabolism,Transcription,RNA polymerase bacterial,DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6),fig|1004152.5.peg.336
RNA Metabolism,Transcription,RNA polymerase bacterial,DNA-directed RNA polymerase beta subunit (EC 2.7.7.6),fig|1004152.5.peg.335
RNA Metabolism,Transcription,Transcription factors bacterial,Transcription termination protein NusB,fig|1004152.5.peg.406
RNA Metabolism,Transcription,Transcription factors bacterial,Transcription elongation factor GreA,fig|1004152.5.peg.57
RNA Metabolism,Transcription,Transcription factors bacterial,Transcription antitermination protein NusG,fig|1004152.5.peg.583
RNA Metabolism,Transcription,Transcription factors bacterial,COG2740: Predicted nucleic-acid-binding protein implicated in transcription termination,fig|1004152.5.peg.303
RNA Metabolism,Transcription,Transcription factors bacterial,Transcription termination protein NusA,fig|1004152.5.peg.304
Nucleosides and Nucleotides,Pyrimidines,pyrimidine conversions,Thymidylate kinase (EC 2.7.4.9),fig|1004152.5.peg.124
Nucleosides and Nucleotides,Pyrimidines,pyrimidine conversions,Thioredoxin reductase (EC 1.8.1.9),fig|1004152.5.peg.157
Nucleosides and Nucleotides,Pyrimidines,pyrimidine conversions,Pyrimidine-nucleoside phosphorylase (EC 2.4.2.2),fig|1004152.5.peg.549
Nucleosides and Nucleotides,Pyrimidines,pyrimidine conversions,Cytidylate kinase (EC 2.7.4.25),fig|1004152.5.peg.535
Nucleosides and Nucleotides,Pyrimidines,pyrimidine conversions,Thymidine kinase (EC 2.7.1.21),fig|1004152.5.peg.326
Nucleosides and Nucleotides,Pyrimidines,pyrimidine conversions,Purine nucleoside phosphorylase (EC 2.4.2.1),fig|1004152.5.peg.550
Nucleosides and Nucleotides,Pyrimidines,pyrimidine conversions,5'-nucleotidase (EC 3.1.3.5),fig|1004152.5.peg.589
Nucleosides and Nucleotides,Pyrimidines,pyrimidine conversions,Cytidine deaminase (EC 3.5.4.5),fig|1004152.5.peg.400
Nucleosides and Nucleotides,Pyrimidines,pyrimidine conversions,Uracil phosphoribosyltransferase (EC 2.4.2.9),fig|1004152.5.peg.205
Nucleosides and Nucleotides,Pyrimidines,pyrimidine conversions,CTP synthase (EC 6.3.4.2),fig|1004152.5.peg.344
Nucleosides and Nucleotides,Purines,Purine conversions,Purine nucleoside phosphorylase (EC 2.4.2.1),fig|1004152.5.peg.550
Nucleosides and Nucleotides,Purines,Purine conversions,Adenylate kinase (EC 2.7.4.3),fig|1004152.5.peg.420
Nucleosides and Nucleotides,Purines,Purine conversions,5'-nucleotidase (EC 3.1.3.5),fig|1004152.5.peg.589
Nucleosides and Nucleotides,Purines,Purine conversions,Adenine phosphoribosyltransferase (EC 2.4.2.7),fig|1004152.5.peg.171
Nucleosides and Nucleotides,Purines,Purine conversions,Guanylate kinase (EC 2.7.4.8),fig|1004152.5.peg.396
Nucleosides and Nucleotides,Purines,Purine conversions,Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8),fig|1004152.5.peg.127
Nucleosides and Nucleotides,Nucleosides and Nucleotides - no subcategory,Ribonucleotide reduction,"Ribonucleotide reductase of class Ib (aerobic), alpha subunit (EC 1.17.4.1)",fig|1004152.5.peg.363
Nucleosides and Nucleotides,Nucleosides and Nucleotides - no subcategory,Ribonucleotide reduction,Ribonucleotide reduction protein NrdI,fig|1004152.5.peg.362
Nucleosides and Nucleotides,Nucleosides and Nucleotides - no subcategory,Ribonucleotide reduction,"Ribonucleotide reductase of class Ib (aerobic), beta subunit (EC 1.17.4.1)",fig|1004152.5.peg.361
Nucleosides and Nucleotides,Nucleosides and Nucleotides - no subcategory,Adenosyl nucleosidases,S-adenosylhomocysteine nucleosidase (EC 3.2.2.9),fig|1004152.5.peg.652
Nucleosides and Nucleotides,Nucleosides and Nucleotides - no subcategory,Adenosyl nucleosidases,Purine nucleoside phosphorylase (EC 2.4.2.1),fig|1004152.5.peg.550
Nucleosides and Nucleotides,Nucleosides and Nucleotides - no subcategory,Adenosyl nucleosidases,5'-methylthioadenosine nucleosidase (EC 3.2.2.16),fig|1004152.5.peg.652
Nucleosides and Nucleotides,Detoxification,Housecleaning nucleoside triphosphate pyrophosphatases,Dimeric dUTPase (EC 3.6.1.23),fig|1004152.5.peg.154
Protein Metabolism,Protein folding,Protein chaperones,Heat shock protein GrpE,fig|1004152.5.peg.36
Protein Metabolism,Protein folding,Protein chaperones,Chaperone protein DnaK,fig|1004152.5.peg.533
Protein Metabolism,Protein folding,Protein chaperones,Chaperone protein DnaJ,fig|1004152.5.peg.534
Protein Metabolism,Protein folding,Protein chaperones,ClpB protein,fig|1004152.5.peg.160
Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Val",Valyl-tRNA synthetase (EC 6.1.1.9),fig|1004152.5.peg.53
Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Met",Methionyl-tRNA synthetase (EC 6.1.1.10),fig|1004152.5.peg.89
Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Ile",Isoleucyl-tRNA synthetase (EC 6.1.1.5),fig|1004152.5.peg.490
Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Arg",Arginyl-tRNA synthetase (EC 6.1.1.19),fig|1004152.5.peg.35
Protein Metabolism,Protein biosynthesis,Translation initiation factors bacterial,Translation initiation factor 1,fig|1004152.5.peg.418
Protein Metabolism,Protein biosynthesis,Translation initiation factors bacterial,Translation initiation factor 3,"fig|1004152.5.peg.368, fig|1004152.5.peg.369"
Protein Metabolism,Protein biosynthesis,Translation initiation factors bacterial,Translation initiation factor 2,fig|1004152.5.peg.302
Protein Metabolism,Protein biosynthesis,Translation initiation factors bacterial,Ribosome-binding factor A,fig|1004152.5.peg.301
Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Gly",Glycyl-tRNA synthetase (EC 6.1.1.14),fig|1004152.5.peg.521
Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Ala",Alanyl-tRNA synthetase (EC 6.1.1.7),fig|1004152.5.peg.444
Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Trp",Tryptophanyl-tRNA synthetase (EC 6.1.1.2),fig|1004152.5.peg.309
Protein Metabolism,Protein biosynthesis,Ribosome biogenesis bacterial,tRNA (Guanine37-N1) -methyltransferase (EC 2.1.1.31),fig|1004152.5.peg.349
Protein Metabolism,Protein biosynthesis,Ribosome biogenesis bacterial,"TsaB protein, required for threonylcarbamoyladenosine (t(6)A) formation in tRNA",fig|1004152.5.peg.193
Protein Metabolism,Protein biosynthesis,Ribosome biogenesis bacterial,Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70),fig|1004152.5.peg.245
Protein Metabolism,Protein biosynthesis,Ribosome biogenesis bacterial,Ribosomal large subunit pseudouridine synthase C (EC 4.2.1.70),fig|1004152.5.peg.32
Protein Metabolism,Protein biosynthesis,Ribosome biogenesis bacterial,LSU m3Psi1915 methyltransferase RlmH,fig|1004152.5.peg.44
Protein Metabolism,Protein biosynthesis,Ribosome biogenesis bacterial,SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase (EC 2.1.1.182),fig|1004152.5.peg.566
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial,LSU ribosomal protein L18p (L5e),fig|1004152.5.peg.424
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial,LSU ribosomal protein L11p (L12e),fig|1004152.5.peg.244
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial,LSU ribosomal protein L1p (L10Ae),fig|1004152.5.peg.243
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial,LSU ribosomal protein L3p (L3e),fig|1004152.5.peg.439
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial,LSU ribosomal protein L16p (L10e),fig|1004152.5.peg.432
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial,LSU ribosomal protein L5p (L11e),fig|1004152.5.peg.427
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial,LSU ribosomal protein L23p (L23Ae),fig|1004152.5.peg.437
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial,LSU ribosomal protein L15p (L27Ae),fig|1004152.5.peg.422
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial,LSU ribosomal protein L13p (L13Ae),fig|1004152.5.peg.567
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial,LSU ribosomal protein L14p (L23e),fig|1004152.5.peg.429
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial,LSU ribosomal protein L34p,fig|1004152.5.peg.48
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial,LSU ribosomal protein L22p (L17e),fig|1004152.5.peg.434
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial,"LSU ribosomal protein L31p, zinc-dependent",fig|1004152.5.peg.247
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial,LSU ribosomal protein L10p (P0),fig|1004152.5.peg.333
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial,LSU ribosomal protein L9p,fig|1004152.5.peg.574
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial,LSU ribosomal protein L7/L12 (P1/P2),fig|1004152.5.peg.334
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial,LSU ribosomal protein L2p (L8e),fig|1004152.5.peg.436
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial,LSU ribosomal protein L28p,fig|1004152.5.peg.365
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial,LSU ribosomal protein L35p,fig|1004152.5.peg.367
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial,LSU ribosomal protein L19p,fig|1004152.5.peg.348
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial,LSU ribosomal protein L36p,fig|1004152.5.peg.417
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial,LSU ribosomal protein L31p,fig|1004152.5.peg.247
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial,LSU ribosomal protein L33p,"fig|1004152.5.peg.69, fig|1004152.5.peg.581"
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial,LSU ribosomal protein L32p,fig|1004152.5.peg.140
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial,LSU ribosomal protein L20p,fig|1004152.5.peg.366
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial,LSU ribosomal protein L17p,fig|1004152.5.peg.413
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial,LSU ribosomal protein L6p (L9e),fig|1004152.5.peg.425
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial,LSU ribosomal protein L21p,fig|1004152.5.peg.375
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial,LSU ribosomal protein L24p (L26e),fig|1004152.5.peg.428
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial,LSU ribosomal protein L29p (L35e),fig|1004152.5.peg.431
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial,LSU ribosomal protein L27p,fig|1004152.5.peg.376
Protein Metabolism,Protein biosynthesis,Ribosome LSU bacterial,LSU ribosomal protein L4p (L1e),fig|1004152.5.peg.438
Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Cys",Cysteinyl-tRNA synthetase (EC 6.1.1.16),fig|1004152.5.peg.578
Protein Metabolism,Protein biosynthesis,Translation termination factors bacterial,"Protein-N(5)-glutamine methyltransferase PrmC, methylates polypeptide chain release factors RF1 and RF2",fig|1004152.5.peg.383
Protein Metabolism,Protein biosynthesis,Translation termination factors bacterial,Ribosome recycling factor,fig|1004152.5.peg.196
Protein Metabolism,Protein biosynthesis,Translation termination factors bacterial,Peptidyl-tRNA hydrolase (EC 3.1.1.29),fig|1004152.5.peg.446
Protein Metabolism,Protein biosynthesis,Translation termination factors bacterial,Methionine aminopeptidase (EC 3.4.11.18),fig|1004152.5.peg.419
Protein Metabolism,Protein biosynthesis,Translation termination factors bacterial,tmRNA-binding protein SmpB,fig|1004152.5.peg.134
Protein Metabolism,Protein biosynthesis,Translation termination factors bacterial,Peptide chain release factor 1,fig|1004152.5.peg.382
Protein Metabolism,Protein biosynthesis,Universal GTPases,"Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1)",fig|1004152.5.peg.520
Protein Metabolism,Protein biosynthesis,Universal GTPases,GTP-binding protein EngA,fig|1004152.5.peg.536
Protein Metabolism,Protein biosynthesis,Universal GTPases,Translation elongation factor G,fig|1004152.5.peg.541
Protein Metabolism,Protein biosynthesis,Universal GTPases,Signal recognition particle receptor protein FtsY (=alpha subunit) (TC 3.A.5.1.1),fig|1004152.5.peg.39
Protein Metabolism,Protein biosynthesis,Universal GTPases,GTP-binding protein Era,fig|1004152.5.peg.399
Protein Metabolism,Protein biosynthesis,Universal GTPases,50S ribosomal subunit maturation GTPase RbgA (B. subtilis YlqF),fig|1004152.5.peg.146
Protein Metabolism,Protein biosynthesis,Universal GTPases,GTPase and tRNA-U34 5-formylation enzyme TrmE,fig|1004152.5.peg.451
Protein Metabolism,Protein biosynthesis,Universal GTPases,Translation elongation factor LepA,fig|1004152.5.peg.539
Protein Metabolism,Protein biosynthesis,Universal GTPases,Translation elongation factor Tu,fig|1004152.5.peg.208
Protein Metabolism,Protein biosynthesis,Universal GTPases,GTP-binding and nucleic acid-binding protein YchF,fig|1004152.5.peg.255
Protein Metabolism,Protein biosynthesis,Universal GTPases,Translation initiation factor 2,fig|1004152.5.peg.302
Protein Metabolism,Protein biosynthesis,Universal GTPases,Ribosome small subunit-stimulated GTPase EngC,fig|1004152.5.peg.395
Protein Metabolism,Protein biosynthesis,Universal GTPases,GTP-binding protein EngB,fig|1004152.5.peg.595
Protein Metabolism,Protein biosynthesis,Universal GTPases,GTP-binding protein Obg,fig|1004152.5.peg.501
Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, His",Histidyl-tRNA synthetase (EC 6.1.1.21),fig|1004152.5.peg.107
Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Asp and Asn",Aspartyl-tRNA(Asn) amidotransferase subunit C (EC 6.3.5.6),fig|1004152.5.peg.482
Protein Metabolism,Protein biosynthesis,"tRNA aminoacylation, Asp and Asn",Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6),fig|1004152.5.peg.484
